Case,Student__c,College__c,Start_Date__c,End_Date__c,Date_Last_Verified__c,Status__c,Degree_Type__c,Data_Source__c,Degree_Text__c,Major_Text__c,Index,Student__c,College__c,Start_Date__c,End_Date__c,Date_Last_Verified__c,Status__c,Degree_Type__c,Data_Source__c,Degree_Text__c,Major_Text__c,Id,Withdrawal_reason__c,Withdrawal_code__c,Index
Perfect Match,003f400000KvxGKAAZ,001f400000LvhyZAAR,2014-01-13,2014-12-19,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,2391,003f400000KvxGKAAZ,001f400000LvhyZAAR,2014-01-13,2014-12-19,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,a02f4000006n6rxAAA,,,581
Perfect Match,003f400000KvxGKAAZ,001f400000LvhyZAAR,2013-06-17,2013-08-10,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,2390,003f400000KvxGKAAZ,001f400000LvhyZAAR,2013-06-17,2013-08-10,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,a02f4000006n6rwAAA,,,580
Perfect Match,003f400000KvxUqAAJ,001f400000Lvi06AAB,2018-01-29,,2018-11-28,Attending,Associate's or Certificate (TBD),NSC,,,1371,003f400000KvxUqAAJ,001f400000Lvi06AAB,2018-01-29,,2018-11-28,Attending,Associate's or Certificate (TBD),NSC,,,a02f400000Bli1QAAR,,,2414
Perfect Match,003f400000KvxUqAAJ,001f400000Lvi06AAB,2016-08-29,2017-05-26,2018-11-28,Withdrew,Associate's or Certificate (TBD),NSC,,,1370,003f400000KvxUqAAJ,001f400000Lvi06AAB,2016-08-29,2017-05-26,2018-11-28,Withdrew,Associate's or Certificate (TBD),NSC,,,a02f4000006n6vpAAA,,,746
Perfect Match,003f400000KvxM3AAJ,001f400000LvhbxAAB,2018-08-27,,2018-11-28,Attending,Bachelor's,NSC,,,2028,003f400000KvxM3AAJ,001f400000LvhbxAAB,2018-08-27,,2018-11-28,Attending,Bachelor's,NSC,,,a02f400000BlhwrAAB,,,2131
Perfect Match,003f400000KvxM3AAJ,001f400000LvhbxAAB,2014-08-25,2018-05-18,2018-11-28,Graduated,Bachelor's,NSC,BACHELOR OF SCIENCE IN ELECTRICAL ENGINEERING,ELECTRICAL ENGINEERING,2027,003f400000KvxM3AAJ,001f400000LvhbxAAB,2014-08-25,2018-05-18,2018-11-28,Graduated,Bachelor's,NSC,BACHELOR OF SCIENCE IN ELECTRICAL ENGINEERING,ELECTRICAL ENGINEERING,a02f4000006n713AAA,,,995
Perfect Match,003f400000KvxM3AAJ,001f400000LvhrDAAR,2015-06-22,2015-08-15,2018-11-28,Transferred out,Bachelor's,NSC,,,2026,003f400000KvxM3AAJ,001f400000LvhrDAAR,2015-06-22,2015-08-15,2018-11-28,Transferred out,Bachelor's,NSC,,,a02f4000006n714AAA,,,996
Perfect Match,003f400000KvxWXAAZ,001f400000LvhQYAAZ,2016-08-24,2016-12-12,2018-11-28,Transferred out,Bachelor's,NSC,,,2341,003f400000KvxWXAAZ,001f400000LvhQYAAZ,2016-08-24,2016-12-12,2018-11-28,Transferred out,Bachelor's,NSC,,,a02f4000006n717AAA,,,999
Unreported left college (was Attending),003f400000KvxWXAAZ,001f400000LvhyxAAB,2017-01-30,2017-12-21,2018-11-28,Withdrew,Associate's or Certificate (TBD),NSC,,,2339,003f400000KvxWXAAZ,001f400000LvhyxAAB,2017-01-30,,2017-08-19,Attending,Associate's or Certificate (TBD),NSC,,,a02f4000006n716AAA,,,998
(NSC only) New attending enrollment,003f400000KvxWXAAZ,001f400000LvhyxAAB,2018-09-04,,2018-11-28,Attending,Associate's or Certificate (TBD),NSC,,,2340
Perfect Match,003f400000TlTSqAAN,001f400000LvhQWAAZ,2018-08-27,,2018-11-28,Attending,Bachelor's,NSC,,,2444,003f400000TlTSqAAN,001f400000LvhQWAAZ,2018-08-27,,2018-11-28,Attending,Bachelor's,NSC,,,a02f400000Bli50AAB,,,2636
Perfect Match,003f400000KvxFnAAJ,001f400000LvlNKAAZ,2015-08-26,2017-12-15,2018-11-28,Graduated,Bachelor's,NSC,BACHELOR OF SCIENCE,MECHANICAL ENGINEERING,1213,003f400000KvxFnAAJ,001f400000LvlNKAAZ,2015-08-26,2017-12-15,2018-11-28,Graduated,Bachelor's,NSC,BACHELOR OF SCIENCE,MECHANICAL ENGINEERING,a02f4000006n6nsAAA,,,429
Perfect Match,003f400000KvxFnAAJ,001f400000Lvhz1AAB,2016-06-06,2016-09-16,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,1212,003f400000KvxFnAAJ,001f400000Lvhz1AAB,2016-06-06,2016-09-16,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,a02f4000006n6nrAAA,,,428
Perfect Match,003f400000KvxFnAAJ,001f400000Lvhz1AAB,2011-06-27,2015-06-26,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,1211,003f400000KvxFnAAJ,001f400000Lvhz1AAB,2011-06-27,2015-06-26,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,a02f4000006n6nqAAA,,,427
Perfect Match,003f400000KvxGEAAZ,001f400000LvhQiAAJ,2011-08-24,2012-05-11,2018-11-28,Withdrew,Bachelor's,NSC,,,1655,003f400000KvxGEAAZ,001f400000LvhQiAAJ,2011-08-24,2012-05-11,2018-11-28,Withdrew,Bachelor's,NSC,,,a02f4000006n6vtAAA,,,750
Perfect Match,003f400000KvxZ2AAJ,001f400000LvhPQAAZ,2017-09-28,,2018-11-28,Attending,Bachelor's,NSC,,,2240,003f400000KvxZ2AAJ,001f400000LvhPQAAZ,2017-09-28,,2018-11-28,Attending,Bachelor's,NSC,,,a02f4000006n6mhAAA,,,366
Perfect Match,003f400000KvxZ2AAJ,001f400000Lvhz1AAB,2018-07-02,,2018-11-28,Attending,Associate's or Certificate (TBD),NSC,,,2239,003f400000KvxZ2AAJ,001f400000Lvhz1AAB,2018-07-02,,2018-11-28,Attending,Associate's or Certificate (TBD),NSC,,,a02f400000Bli0XAAR,,,2359
Perfect Match,003f400000KvxPjAAJ,001f400000Lvi07AAB,2016-06-13,2016-07-20,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,2268,003f400000KvxPjAAJ,001f400000Lvi07AAB,2016-06-13,2016-07-20,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,a02f4000006n6t0AAA,,,634
Perfect Match,003f400000KvxPjAAJ,001f400000LvhieAAB,2015-08-31,,2018-11-28,Attending,Bachelor's,NSC,,,2267,003f400000KvxPjAAJ,001f400000LvhieAAB,2015-08-31,,2018-11-28,Attending,Bachelor's,NSC,,,a02f4000006n6szAAA,,,633
Perfect Match,003f400000KvxPjAAJ,001f400000Lvhz1AAB,2016-06-06,2016-09-16,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,2266,003f400000KvxPjAAJ,001f400000Lvhz1AAB,2016-06-06,2016-09-16,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,a02f4000006n6t1AAA,,,635
Perfect Match,003f400000TlTKOAA3,001f400000LvhPMAAZ,2018-09-26,,2018-11-28,Attending,Bachelor's,NSC,,,2317,003f400000TlTKOAA3,001f400000LvhPMAAZ,2018-09-26,,2018-11-28,Attending,Bachelor's,NSC,,,a02f400000Bli1kAAB,,,2434
Perfect Match,003f400000KvxciAAB,001f400000LvhQSAAZ,2017-08-28,,2018-11-28,Attending,Bachelor's,NSC,,,2355,003f400000KvxciAAB,001f400000LvhQSAAZ,2017-08-28,,2018-11-28,Attending,Bachelor's,NSC,,,a02f4000006n71aAAA,,,1018
Perfect Match,003f400000KvxciAAB,001f400000LvhyZAAR,2018-06-11,2018-07-19,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,2354,003f400000KvxciAAB,001f400000LvhyZAAR,2018-06-11,2018-07-19,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,a02f400000Bli9EAAR,,,2898
Perfect Match,003f400000KvxdPAAR,001f400000LvhQBAAZ,2017-08-28,,2018-11-28,Attending,Bachelor's,NSC,,,1729,003f400000KvxdPAAR,001f400000LvhQBAAZ,2017-08-28,,2018-11-28,Attending,Bachelor's,NSC,,,a02f4000006n6l6AAA,,,288
Perfect Match,003f400000KvxIaAAJ,001f400000Lvi07AAB,2014-01-13,2015-12-18,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,1620,003f400000KvxIaAAJ,001f400000Lvi07AAB,2014-01-13,2015-12-18,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,a02f4000006n6j1AAA,,,190
Perfect Match,003f400000KvxIaAAJ,001f400000LvhQsAAJ,2016-01-01,2018-05-18,2018-11-28,Graduated,Bachelor's,NSC,BACHELOR OF SCI-BUS ADMIN,INFORMATION SYSTEMS,1619,003f400000KvxIaAAJ,001f400000LvhQsAAJ,2016-01-01,2018-05-18,2018-11-28,Graduated,Bachelor's,NSC,BACHELOR OF SCI-BUS ADMIN,INFORMATION SYSTEMS,a02f4000006n6izAAA,,,188
Perfect Match,003f400000KvxIaAAJ,001f400000LvhyZAAR,2013-08-19,2013-12-18,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,1618,003f400000KvxIaAAJ,001f400000LvhyZAAR,2013-08-19,2013-12-18,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,a02f4000006n6j0AAA,,,189
Perfect Match,003f400000KvxJzAAJ,001f400000LvhicAAB,2013-09-02,2017-04-28,2018-11-28,Graduated,Bachelor's,NSC,BACHELOR OF SOCIAL WORK,SOCIAL WORK MAJOR,2562,003f400000KvxJzAAJ,001f400000LvhicAAB,2013-09-02,2017-04-28,2018-11-28,Graduated,Bachelor's,NSC,BACHELOR OF SOCIAL WORK,SOCIAL WORK MAJOR,a02f4000006n6fUAAQ,,,32
Perfect Match,003f400000KvxOcAAJ,001f400000LvhQeAAJ,2015-09-21,,2018-11-28,Attending,Bachelor's,NSC,,,435,003f400000KvxOcAAJ,001f400000LvhQeAAJ,2015-09-21,,2018-11-28,Attending,Bachelor's,NSC,,,a02f4000006n6gKAAQ,,,68
Perfect Match,003f400000TlTLbAAN,001f400000LvhPMAAZ,2018-08-06,,2018-11-28,Attending,Bachelor's,NSC,,,1693,003f400000TlTLbAAN,001f400000LvhPMAAZ,2018-08-06,,2018-11-28,Attending,Bachelor's,NSC,,,a02f400000Bli6wAAB,,,2756
Perfect Match,003f400000TlTLbAAN,001f400000LvhzxAAB,2018-08-25,,2018-11-28,Attending,Associate's or Certificate (TBD),NSC,,,1692,003f400000TlTLbAAN,001f400000LvhzxAAB,2018-08-25,,2018-11-28,Attending,Associate's or Certificate (TBD),NSC,,,a02f400000Bli6vAAB,,,2755
Perfect Match,003f400000KvxG3AAJ,001f400000LvhPDAAZ,2011-08-27,2012-12-18,2018-11-28,Withdrew,Bachelor's,NSC,,,588,003f400000KvxG3AAJ,001f400000LvhPDAAZ,2011-08-27,2012-12-18,2018-11-28,Withdrew,Bachelor's,NSC,,,a02f4000006n7JoAAI,,,1864
Perfect Match,003f400000KvxG3AAJ,001f400000LviHmAAJ,2016-01-19,2016-09-28,2018-11-28,Withdrew,Associate's or Certificate (TBD),NSC,,,587,003f400000KvxG3AAJ,001f400000LviHmAAJ,2016-01-19,2016-09-28,2018-11-28,Withdrew,Associate's or Certificate (TBD),NSC,,,a02f4000006n7JpAAI,,,1865
Perfect Match,003f400000KvxG3AAJ,001f400000Lvhz1AAB,2017-09-25,,2018-11-28,Attending,Associate's or Certificate (TBD),NSC,,,586,003f400000KvxG3AAJ,001f400000Lvhz1AAB,2017-09-25,,2018-11-28,Attending,Associate's or Certificate (TBD),NSC,,,a02f400000Bli6qAAB,,,2750
Perfect Match,003f400000KvxMJAAZ,001f400000LvhZDAAZ,2017-05-08,,2018-11-28,Attending,Bachelor's,NSC,,,1527,003f400000KvxMJAAZ,001f400000LvhZDAAZ,2017-05-08,,2018-11-28,Attending,Bachelor's,NSC,,,a02f4000006n7CpAAI,,,1543
Perfect Match,003f400000KvxMJAAZ,001f400000LvhZDAAZ,2014-09-03,2016-12-17,2018-11-28,Withdrew,Bachelor's,NSC,,,1526,003f400000KvxMJAAZ,001f400000LvhZDAAZ,2014-09-03,2016-12-17,2018-11-28,Withdrew,Bachelor's,NSC,,,a02f4000006n7CoAAI,,,1542
Perfect Match,003f400000KvxTgAAJ,001f400000LvhOKAAZ,2016-08-18,2017-12-11,2018-11-28,Transferred out,Bachelor's,NSC,,,2401,003f400000KvxTgAAJ,001f400000LvhOKAAZ,2016-08-18,2017-12-11,2018-11-28,Transferred out,Bachelor's,NSC,,,a02f4000006n79QAAQ,,,1385
Perfect Match,003f400000KvxTgAAJ,001f400000LvhxsAAB,2018-01-29,,2018-11-28,Attending,Associate's or Certificate (TBD),NSC,,,2400,003f400000KvxTgAAJ,001f400000LvhxsAAB,2018-01-29,,2018-11-28,Attending,Associate's or Certificate (TBD),NSC,,,a02f400000Bli6oAAB,,,2748
Perfect Match,003f400000KvxMzAAJ,001f400000LvhPSAAZ,2014-09-27,2018-06-14,2018-11-28,Graduated,Bachelor's,NSC,BACHELOR OF SCIENCE,"MOLECULAR, CELL, AND DEVELOPMENTAL BIOLOGY",2765,003f400000KvxMzAAJ,001f400000LvhPSAAZ,2014-09-27,2018-06-14,2018-11-28,Graduated,Bachelor's,NSC,BACHELOR OF SCIENCE,"MOLECULAR, CELL, AND DEVELOPMENTAL BIOLOGY",a02f4000006n7AYAAY,,,1436
Perfect Match,003f400000KvxdLAAR,001f400000Lvi06AAB,2018-09-04,,2018-11-28,Attending,Associate's or Certificate (TBD),NSC,,,1895,003f400000KvxdLAAR,001f400000Lvi06AAB,2018-09-04,,2018-11-28,Attending,Associate's or Certificate (TBD),NSC,,,a02f400000Bli6AAAR,,,2708
Perfect Match,003f400000KvxYOAAZ,001f400000LvhQYAAZ,2017-08-23,2017-12-11,2018-11-28,Withdrew,Bachelor's,NSC,,,2918,003f400000KvxYOAAZ,001f400000LvhQYAAZ,2017-08-23,2017-12-11,2018-11-28,Withdrew,Bachelor's,NSC,,,a02f4000006n74nAAA,,,1166
Perfect Match,003f400000KvxUOAAZ,001f400000LvhPSAAZ,2016-09-17,,2018-11-28,Attending,Bachelor's,NSC,,,2062,003f400000KvxUOAAZ,001f400000LvhPSAAZ,2016-09-17,,2018-11-28,Attending,Bachelor's,NSC,,,a02f4000006n7FlAAI,,,1674
Perfect Match,003f400000TlTK8AAN,001f400000Lvi07AAB,2018-08-15,,2018-11-28,Attending,Associate's or Certificate (TBD),NSC,,,391,003f400000TlTK8AAN,001f400000Lvi07AAB,2018-08-15,,2018-11-28,Attending,Associate's or Certificate (TBD),NSC,,,a02f400000BlhyKAAR,,,2222
Perfect Match,003f400000OdnFfAAJ,001f400000LvhQWAAZ,2018-08-27,,2018-11-28,Attending,Bachelor's,NSC,,,379,003f400000OdnFfAAJ,001f400000LvhQWAAZ,2018-08-27,,2018-11-28,Attending,Bachelor's,NSC,,,a02f400000BlhzoAAB,,,2314
Perfect Match,003f400000KvxdlAAB,001f400000LvhyxAAB,2017-09-05,,2018-11-28,Attending,Associate's or Certificate (TBD),NSC,,,979,003f400000KvxdlAAB,001f400000LvhyxAAB,2017-09-05,,2017-08-19,Attending,Associate's or Certificate (TBD),NSC,,,a02f4000006n71HAAQ,,,1009
Perfect Match,003f400000KvxVYAAZ,001f400000LvhPOAAZ,2016-09-22,,2018-11-28,Attending,Bachelor's,NSC,,,1332,003f400000KvxVYAAZ,001f400000LvhPOAAZ,2016-09-22,,2018-11-28,Attending,Bachelor's,NSC,,,a02f4000006n6vhAAA,,,745
Perfect Match,003f400000TlTMCAA3,001f400000LvhPMAAZ,2018-09-26,,2018-11-28,Attending,Bachelor's,NSC,,,1404,003f400000TlTMCAA3,001f400000LvhPMAAZ,2018-09-26,,2018-11-28,Attending,Bachelor's,NSC,,,a02f400000Bli7nAAB,,,2809
Perfect Match,003f400000TlTSVAA3,001f400000LvhP6AAJ,2018-09-13,,2018-11-28,Attending,Bachelor's,NSC,,,2425,003f400000TlTSVAA3,001f400000LvhP6AAJ,2018-09-13,,2018-11-28,Attending,Bachelor's,NSC,,,a02f400000Bli3xAAB,,,2571
Perfect Match,003f400000TlTQuAAN,001f400000LvhP9AAJ,2018-08-22,,2018-11-28,Attending,Bachelor's,NSC,,,846,003f400000TlTQuAAN,001f400000LvhP9AAJ,2018-08-22,,2018-11-28,Attending,Bachelor's,NSC,,,a02f400000Bli7uAAB,,,2816
Perfect Match,003f400000TlTLzAAN,001f400000LvhQ5AAJ,2018-08-20,,2018-11-28,Attending,Bachelor's,NSC,,,547,003f400000TlTLzAAN,001f400000LvhQ5AAJ,2018-08-20,,2018-11-28,Attending,Bachelor's,NSC,,,a02f400000Bli0oAAB,,,2376
Perfect Match,003f400000KvxOFAAZ,001f400000LvhyrAAB,2018-04-09,2018-06-29,2018-11-28,Withdrew,Associate's or Certificate (TBD),NSC,,,119,003f400000KvxOFAAZ,001f400000LvhyrAAB,2018-04-09,2018-06-29,2018-11-28,Withdrew,Associate's or Certificate (TBD),NSC,,,a02f400000Bli09AAB,,,2335
Perfect Match,003f400000KvxOFAAZ,001f400000LvhyrAAB,2016-04-04,2017-02-23,2018-11-28,Withdrew,Associate's or Certificate (TBD),NSC,,,118,003f400000KvxOFAAZ,001f400000LvhyrAAB,2016-04-04,2017-02-23,2018-11-28,Withdrew,Associate's or Certificate (TBD),NSC,,,a02f4000006n6raAAA,,,563
Perfect Match,003f400000KvxPVAAZ,001f400000LvhP6AAJ,2015-09-14,,2018-11-28,Attending,Bachelor's,NSC,,,1103,003f400000KvxPVAAZ,001f400000LvhP6AAJ,2015-09-14,,2018-11-28,Attending,Bachelor's,NSC,,,a02f4000006n6rTAAQ,,,559
Perfect Match,003f400000KvxGFAAZ,001f400000LvhP0AAJ,2011-08-24,2016-05-27,2018-11-28,Graduated,Bachelor's,NSC,BACHELOR OF SCIENCE,NURSING,2508,003f400000KvxGFAAZ,001f400000LvhP0AAJ,2011-08-24,2016-05-27,2018-11-28,Graduated,Bachelor's,NSC,BACHELOR OF SCIENCE,NURSING,a02f4000006n6m9AAA,,,333
Perfect Match,003f400000KvxGFAAZ,001f400000LvhyZAAR,2012-06-18,2012-08-11,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,2507,003f400000KvxGFAAZ,001f400000LvhyZAAR,2012-06-18,2012-08-11,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,a02f4000006n6mAAAQ,,,334
Perfect Match,003f400000KvxXZAAZ,001f400000LvhQiAAJ,2017-08-22,,2018-11-28,Attending,Bachelor's,NSC,,,2667,003f400000KvxXZAAZ,001f400000LvhQiAAJ,2017-08-22,,2018-11-28,Attending,Bachelor's,NSC,,,a02f4000006n7OxAAI,,,2072
Perfect Match,003f400000KvxXZAAZ,001f400000LvhyZAAR,2018-06-12,2018-07-19,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,2666,003f400000KvxXZAAZ,001f400000LvhyZAAR,2018-06-12,2018-07-19,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,a02f400000Bli0sAAB,,,2380
Perfect Match,003f400000KvxLtAAJ,001f400000LvhYbAAJ,2014-09-02,2018-05-20,2018-11-28,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,HISTORY WITH HONORS,718,003f400000KvxLtAAJ,001f400000LvhYbAAJ,2014-09-02,2018-05-20,2018-11-28,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,HISTORY WITH HONORS,a02f4000006n7AZAAY,,,1437
Perfect Match,003f400000KvxWUAAZ,001f400000LvhKOAAZ,2017-05-30,2017-08-22,2018-11-28,Withdrew,Associate's or Certificate (TBD),NSC,,,2769,003f400000KvxWUAAZ,001f400000LvhKOAAZ,2017-05-30,2017-08-22,2018-11-28,Withdrew,Associate's or Certificate (TBD),NSC,,,a02f4000006n7HAAAY,,,1742
Perfect Match,003f400000KvxWUAAZ,001f400000LvhKOAAZ,2016-08-27,2016-12-17,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,2768,003f400000KvxWUAAZ,001f400000LvhKOAAZ,2016-08-27,2016-12-17,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,a02f4000006n7H9AAI,,,1741
Perfect Match,003f400000KvxWUAAZ,001f400000LvhyxAAB,2016-08-29,,2018-11-28,Attending,Associate's or Certificate (TBD),NSC,,,2767,003f400000KvxWUAAZ,001f400000LvhyxAAB,2016-08-29,,2017-08-19,Attending,Associate's or Certificate (TBD),NSC,,,a02f4000006n7HBAAY,,,1743
Perfect Match,003f400000KvxfiAAB,001f400000LvhyxAAB,2017-09-05,,2018-11-28,Attending,Associate's or Certificate (TBD),NSC,,,2238,003f400000KvxfiAAB,001f400000LvhyxAAB,2017-09-05,,2017-08-19,Attending,Associate's or Certificate (TBD),NSC,,,a02f4000006n6iZAAQ,,,168
Perfect Match,003f400000KvxekAAB,001f400000LvhPQAAZ,2017-09-28,,2018-11-28,Attending,Bachelor's,NSC,,,1341,003f400000KvxekAAB,001f400000LvhPQAAZ,2017-09-28,,2018-11-28,Attending,Bachelor's,NSC,,,a02f4000006n7NaAAI,,,2012
Perfect Match,003f400000KvxKTAAZ,001f400000Lvi0MAAR,2018-01-16,2018-05-25,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,2177,003f400000KvxKTAAZ,001f400000Lvi0MAAR,2018-01-16,2018-05-25,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,a02f400000Bli0ZAAR,,,2361
Perfect Match,003f400000KvxKTAAZ,001f400000LvhyZAAR,2014-06-16,2014-08-09,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,2176,003f400000KvxKTAAZ,001f400000LvhyZAAR,2014-06-16,2014-08-09,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,a02f4000006n77EAAQ,,,1286
Perfect Match,003f400000KvxKTAAZ,001f400000LvhQuAAJ,2018-05-14,2018-08-23,2018-11-28,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,POLITICAL SCIENCE,2175,003f400000KvxKTAAZ,001f400000LvhQuAAJ,2018-05-14,2018-08-23,2018-11-28,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,POLITICAL SCIENCE,a02f400000Bli0YAAR,,,2360
Perfect Match,003f400000KvxKTAAZ,001f400000LvhQuAAJ,2013-08-26,2017-05-11,2018-11-28,Transferred out,Bachelor's,NSC,,,2174,003f400000KvxKTAAZ,001f400000LvhQuAAJ,2013-08-26,2017-05-11,2018-11-28,Transferred out,Bachelor's,NSC,,,a02f4000006n77DAAQ,,,1285
Perfect Match,003f400000Kvxf2AAB,001f400000LvhPMAAZ,2018-09-26,,2018-11-28,Attending,Bachelor's,NSC,,,2120,003f400000Kvxf2AAB,001f400000LvhPMAAZ,2018-09-26,,2018-11-28,Attending,Bachelor's,NSC,,,a02f400000BlhyrAAB,,,2255
Perfect Match,003f400000KvxWoAAJ,001f400000Lvi06AAB,2018-06-18,,2018-11-28,Attending,Associate's or Certificate (TBD),NSC,,,50,003f400000KvxWoAAJ,001f400000Lvi06AAB,2018-06-18,,2018-11-28,Attending,Associate's or Certificate (TBD),NSC,,,a02f400000Bli5dAAB,,,2675
Perfect Match,003f400000KvxWoAAJ,001f400000LvhPSAAZ,2016-09-17,2018-06-15,2018-11-28,Transferred out,Bachelor's,NSC,,,49,003f400000KvxWoAAJ,001f400000LvhPSAAZ,2016-09-17,2018-06-15,2018-11-28,Transferred out,Bachelor's,NSC,,,a02f4000006n6vqAAA,,,747
Perfect Match,003f400000KvxWeAAJ,001f400000LvhQYAAZ,2016-08-24,2016-12-12,2018-11-28,Withdrew,Bachelor's,NSC,,,436,003f400000KvxWeAAJ,001f400000LvhQYAAZ,2016-08-24,2016-12-12,2018-11-28,Withdrew,Bachelor's,NSC,,,a02f4000006n70YAAQ,,,974
Perfect Match,003f400000KvxebAAB,001f400000LvhPFAAZ,2017-08-19,,2018-11-28,Attending,Bachelor's,NSC,,,21,003f400000KvxebAAB,001f400000LvhPFAAZ,2017-08-19,,2018-11-28,Attending,Bachelor's,NSC,,,a02f4000006n6wjAAA,,,782
Perfect Match,003f400000KvxSIAAZ,001f400000LvhQYAAZ,2015-08-20,2015-12-08,2018-11-28,Withdrew,Bachelor's,NSC,,,1645,003f400000KvxSIAAZ,001f400000LvhQYAAZ,2015-08-20,2015-12-08,2018-11-28,Withdrew,Bachelor's,NSC,,,a02f4000006n6exAAA,,,13
Perfect Match,003f400000KvxSIAAZ,001f400000LvhOWAAZ,2018-01-16,2018-02-19,2018-11-28,Withdrew,Bachelor's,NSC,,,1644,003f400000KvxSIAAZ,001f400000LvhOWAAZ,2018-01-16,2018-02-19,2018-11-28,Withdrew,Bachelor's,NSC,,,a02f400000Bli9JAAR,,,2903
Perfect Match,003f400000KvxSIAAZ,001f400000LvhOWAAZ,2017-01-17,2017-02-20,2018-11-28,Withdrew,Bachelor's,NSC,,,1643,003f400000KvxSIAAZ,001f400000LvhOWAAZ,2017-01-17,2017-02-20,2018-11-28,Withdrew,Bachelor's,NSC,,,a02f4000006n6ewAAA,,,12
Perfect Match,003f400000TlTL0AAN,001f400000LvhyhAAB,2018-08-18,,2018-11-28,Attending,Associate's or Certificate (TBD),NSC,,,924,003f400000TlTL0AAN,001f400000LvhyhAAB,2018-08-18,,2018-11-28,Attending,Associate's or Certificate (TBD),NSC,,,a02f400000Bli1IAAR,,,2406
Perfect Match,003f400000KvxXvAAJ,001f400000LvhZDAAZ,2017-09-06,,2018-11-28,Attending,Bachelor's,NSC,,,45,003f400000KvxXvAAJ,001f400000LvhZDAAZ,2017-09-06,,2018-11-28,Attending,Bachelor's,NSC,,,a02f4000006n7CqAAI,,,1544
Perfect Match,003f400000TlTRKAA3,001f400000LvhOKAAZ,2018-08-16,,2018-11-28,Attending,Bachelor's,NSC,,,136,003f400000TlTRKAA3,001f400000LvhOKAAZ,2018-08-16,,2018-11-28,Attending,Bachelor's,NSC,,,a02f400000Bli8DAAR,,,2835
Perfect Match,003f400000KvxMCAAZ,001f400000LvhPgAAJ,2014-08-25,2018-05-15,2018-11-28,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,BUSINESS ADMINISTRATION,1979,003f400000KvxMCAAZ,001f400000LvhPgAAJ,2014-08-25,2018-05-15,2018-11-28,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,BUSINESS ADMINISTRATION,a02f4000006n74NAAQ,,,1153
Perfect Match,003f400000TlTRlAAN,001f400000LvhPMAAZ,2018-09-26,,2018-11-28,Attending,Bachelor's,NSC,,,2773,003f400000TlTRlAAN,001f400000LvhPMAAZ,2018-09-26,,2018-11-28,Attending,Bachelor's,NSC,,,a02f400000Bli1WAAR,,,2420
Perfect Match,003f400000KvxcdAAB,001f400000LvhyZAAR,2018-01-16,2018-05-17,2018-11-28,Withdrew,Associate's or Certificate (TBD),NSC,,,2719,003f400000KvxcdAAB,001f400000LvhyZAAR,2018-01-16,2018-05-17,2018-11-28,Withdrew,Associate's or Certificate (TBD),NSC,,,a02f400000BlhxjAAB,,,2185
Perfect Match,003f400000KvxONAAZ,001f400000LvlNKAAZ,2015-08-26,2015-12-18,2018-11-28,Withdrew,Bachelor's,NSC,,,380,003f400000KvxONAAZ,001f400000LvlNKAAZ,2015-08-26,2015-12-18,2018-11-28,Withdrew,Bachelor's,NSC,,,a02f4000006n6zRAAQ,,,921
