Case,Student__c,College__c,Start_Date__c,End_Date__c,Date_Last_Verified__c,Status__c,Degree_Type__c,Data_Source__c,Degree_Text__c,Major_Text__c,Index,Student__c,College__c,Start_Date__c,End_Date__c,Date_Last_Verified__c,Status__c,Degree_Type__c,Data_Source__c,Degree_Text__c,Major_Text__c,Id,Withdrawal_reason__c,Withdrawal_code__c,Index
Perfect Match,003f400000KvxPGAAZ,001f400000LvhPCAAZ,2015-08-24,2016-05-20,2018-11-28,Withdrew,Bachelor's,NSC,,,429,003f400000KvxPGAAZ,001f400000LvhPCAAZ,2015-08-24,2016-05-20,2018-11-28,Withdrew,Bachelor's,NSC,,,a02f4000006n73DAAQ,,,1093
Perfect Match,003f400000KvxPGAAZ,001f400000LvhyZAAR,2017-01-17,2017-12-16,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,428,003f400000KvxPGAAZ,001f400000LvhyZAAR,2017-01-17,2017-12-16,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,a02f4000006n73EAAQ,,,1094
Perfect Match,003f400000KvxLHAAZ,001f400000LvhP4AAJ,2017-09-25,,2018-11-28,Attending,Bachelor's,NSC,,,513,003f400000KvxLHAAZ,001f400000LvhP4AAJ,2017-09-25,,2018-11-28,Attending,Bachelor's,NSC,,,a02f4000006n7M6AAI,,,1939
Perfect Match,003f400000KvxLHAAZ,001f400000LvhP4AAJ,2016-03-28,2017-03-17,2018-11-28,Withdrew,Bachelor's,NSC,,,512,003f400000KvxLHAAZ,001f400000LvhP4AAJ,2016-03-28,2017-03-17,2018-11-28,Withdrew,Bachelor's,NSC,,,a02f4000006n7M5AAI,,,1938
Perfect Match,003f400000KvxLHAAZ,001f400000LvhP4AAJ,2014-09-29,2015-06-12,2018-11-28,Withdrew,Bachelor's,NSC,,,511,003f400000KvxLHAAZ,001f400000LvhP4AAJ,2014-09-29,2015-06-12,2018-11-28,Withdrew,Bachelor's,NSC,,,a02f4000006n7M4AAI,,,1937
Perfect Match,003f400000KvxOSAAZ,001f400000LvhyrAAB,2018-07-02,,2018-11-28,Attending,Associate's or Certificate (TBD),NSC,,,316,003f400000KvxOSAAZ,001f400000LvhyrAAB,2018-07-02,,2018-11-28,Attending,Associate's or Certificate (TBD),NSC,,,a02f400000Bli47AAB,,,2581
Perfect Match,003f400000KvxOSAAZ,001f400000LvhQWAAZ,2015-08-21,2016-06-02,2018-11-28,Transferred out,Bachelor's,NSC,,,315,003f400000KvxOSAAZ,001f400000LvhQWAAZ,2015-08-21,2016-06-02,2018-11-28,Transferred out,Bachelor's,NSC,,,a02f4000006n7FPAAY,,,1664
Perfect Match,003f400000KvxOSAAZ,001f400000Lvhz1AAB,2016-09-26,,2018-11-28,Attending,Associate's or Certificate (TBD),NSC,,,314,003f400000KvxOSAAZ,001f400000Lvhz1AAB,2016-09-26,,2018-11-28,Attending,Associate's or Certificate (TBD),NSC,,,a02f4000006n7FOAAY,,,1663
Perfect Match,003f400000TlTLpAAN,001f400000LvhpAAAR,2018-09-24,,2018-11-28,Attending,Bachelor's,NSC,,,2548,003f400000TlTLpAAN,001f400000LvhpAAAR,2018-09-24,,2018-11-28,Attending,Bachelor's,NSC,,,a02f400000BlhzGAAR,,,2280
Perfect Match,003f400000KvxMAAAZ,001f400000LvhyZAAR,2014-08-18,2018-05-25,2018-11-28,Withdrew,Associate's or Certificate (TBD),NSC,,,105,003f400000KvxMAAAZ,001f400000LvhyZAAR,2014-08-18,2018-05-25,2018-11-28,Withdrew,Associate's or Certificate (TBD),NSC,,,a02f4000006n7FqAAI,,,1679
Perfect Match,003f400000KvxQQAAZ,001f400000LvhQYAAZ,2015-08-20,,2018-11-28,Attending,Bachelor's,NSC,,,349,003f400000KvxQQAAZ,001f400000LvhQYAAZ,2015-08-20,,2018-11-28,Attending,Bachelor's,NSC,,,a02f4000006n79uAAA,,,1403
Unreported left college (was Attending),003f400000KvxQQAAZ,001f400000LvhyxAAB,2017-06-19,2017-07-27,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,348,003f400000KvxQQAAZ,001f400000LvhyxAAB,2017-06-19,,2017-08-19,Attending,Associate's or Certificate (TBD),NSC,,,a02f4000006n79tAAA,,,1402
Perfect Match,003f400000KvxQlAAJ,001f400000LvhclAAB,2017-03-06,,2018-11-28,Attending,Bachelor's,NSC,,,2153,003f400000KvxQlAAJ,001f400000LvhclAAB,2017-03-06,,2018-11-28,Attending,Bachelor's,NSC,,,a02f4000006n6kuAAA,,,281
Perfect Match,003f400000KvxQlAAJ,001f400000LvhQYAAZ,2015-08-20,2016-12-12,2018-11-28,Transferred out,Bachelor's,NSC,,,2152,003f400000KvxQlAAJ,001f400000LvhQYAAZ,2015-08-20,2016-12-12,2018-11-28,Transferred out,Bachelor's,NSC,,,a02f4000006n6kvAAA,,,282
Perfect Match,003f400000KvxHOAAZ,001f400000LvhQBAAZ,2016-08-20,2016-08-20,2018-11-28,Graduated,Bachelor's,NSC,BACHELOR OF SCIENCE,BUSINESS ADMINISTRATION,2784,003f400000KvxHOAAZ,001f400000LvhQBAAZ,2016-08-20,2016-08-20,2018-11-28,Graduated,Bachelor's,NSC,BACHELOR OF SCIENCE,BUSINESS ADMINISTRATION,a02f4000006n707AAA,,,949
Perfect Match,003f400000KvxHOAAZ,001f400000LvhyZAAR,2016-06-13,2016-07-21,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,2783,003f400000KvxHOAAZ,001f400000LvhyZAAR,2016-06-13,2016-07-21,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,a02f4000006n706AAA,,,948
Perfect Match,003f400000KvxHOAAZ,001f400000LvhyZAAR,2015-06-15,2015-07-23,2018-11-28,Withdrew,Associate's or Certificate (TBD),NSC,,,2782,003f400000KvxHOAAZ,001f400000LvhyZAAR,2015-06-15,2015-07-23,2018-11-28,Withdrew,Associate's or Certificate (TBD),NSC,,,a02f4000006n705AAA,,,947
Perfect Match,003f400000KvxHOAAZ,001f400000LvhyZAAR,2014-06-16,2014-08-09,2018-11-28,Withdrew,Associate's or Certificate (TBD),NSC,,,2781,003f400000KvxHOAAZ,001f400000LvhyZAAR,2014-06-16,2014-08-09,2018-11-28,Withdrew,Associate's or Certificate (TBD),NSC,,,a02f4000006n704AAA,,,946
Perfect Match,003f400000KvxOaAAJ,001f400000LvhR6AAJ,2015-08-17,2016-05-14,2018-11-28,Withdrew,Bachelor's,NSC,,,354,003f400000KvxOaAAJ,001f400000LvhR6AAJ,2015-08-17,2016-05-14,2018-11-28,Withdrew,Bachelor's,NSC,,,a02f4000006n6tcAAA,,,654
Perfect Match,003f400000KvxUnAAJ,001f400000LvhPSAAZ,2016-09-17,,2018-11-28,Attending,Bachelor's,NSC,,,2517,003f400000KvxUnAAJ,001f400000LvhPSAAZ,2016-09-17,,2018-11-28,Attending,Bachelor's,NSC,,,a02f4000006n7NZAAY,,,2011
(NSC only) New attending enrollment,003f400000KvxUnAAJ,001f400000LvhyxAAB,2018-06-18,,2018-11-28,Attending,Associate's or Certificate (TBD),NSC,,,2516
Perfect Match,003f400000TlTKvAAN,001f400000LvhQWAAZ,2018-08-27,,2018-11-28,Attending,Bachelor's,NSC,,,1171,003f400000TlTKvAAN,001f400000LvhQWAAZ,2018-08-27,,2018-11-28,Attending,Bachelor's,NSC,,,a02f400000Bli5jAAB,,,2681
Perfect Match,003f400000KvxLgAAJ,001f400000Lvhz1AAB,2016-04-04,,2018-11-28,Attending,Associate's or Certificate (TBD),NSC,,,2740,003f400000KvxLgAAJ,001f400000Lvhz1AAB,2016-04-04,,2018-11-28,Attending,Associate's or Certificate (TBD),NSC,,,a02f4000006n78sAAA,,,1357
Perfect Match,003f400000KvxLgAAJ,001f400000Lvhz1AAB,2014-09-22,2015-06-26,2018-11-28,Withdrew,Associate's or Certificate (TBD),NSC,,,2739,003f400000KvxLgAAJ,001f400000Lvhz1AAB,2014-09-22,2015-06-26,2018-11-28,Withdrew,Associate's or Certificate (TBD),NSC,,,a02f4000006n78rAAA,,,1356
Perfect Match,003f400000KvxFTAAZ,001f400000Lvi07AAB,2012-08-20,2013-12-18,2018-11-28,Withdrew,Associate's or Certificate (TBD),NSC,,,2533,003f400000KvxFTAAZ,001f400000Lvi07AAB,2012-08-20,2013-12-18,2018-11-28,Withdrew,Associate's or Certificate (TBD),NSC,,,a02f4000006n76bAAA,,,1250
Perfect Match,003f400000KvxFTAAZ,001f400000LvhyZAAR,2011-08-17,2012-05-25,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,2532,003f400000KvxFTAAZ,001f400000LvhyZAAR,2011-08-17,2012-05-25,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,a02f4000006n76aAAA,,,1249
Perfect Match,003f400000KvxXmAAJ,001f400000LvhyZAAR,2018-08-15,,2018-11-28,Attending,Associate's or Certificate (TBD),NSC,,,164,003f400000KvxXmAAJ,001f400000LvhyZAAR,2018-08-15,,2018-11-28,Attending,Associate's or Certificate (TBD),NSC,,,a02f400000Bli8cAAB,,,2860
Perfect Match,003f400000KvxXmAAJ,001f400000LvhhrAAB,2017-08-21,2018-04-27,2018-11-28,Transferred out,Bachelor's,NSC,,,163,003f400000KvxXmAAJ,001f400000LvhhrAAB,2017-08-21,2018-04-27,2018-11-28,Transferred out,Bachelor's,NSC,,,a02f4000006n72zAAA,,,1083
Perfect Match,003f400000KvxGeAAJ,001f400000LvhPLAAZ,2017-01-10,2017-03-01,2018-11-28,Withdrew,Bachelor's,NSC,,,2842,003f400000KvxGeAAJ,001f400000LvhPLAAZ,2017-01-10,2017-03-01,2018-11-28,Withdrew,Bachelor's,NSC,,,a02f4000006n70yAAA,,,992
Perfect Match,003f400000KvxGeAAJ,001f400000LvhyZAAR,2015-01-22,2016-08-06,2018-11-28,Graduated,Associate's,NSC,ASSOCIATE IN ARTS-TRANSFER,SOCIOLOGY: UC,2841,003f400000KvxGeAAJ,001f400000LvhyZAAR,2015-01-22,2016-08-06,2018-11-28,Graduated,Associate's,NSC,ASSOCIATE IN ARTS-TRANSFER,SOCIOLOGY: UC,a02f4000006n710AAA,,,994
Perfect Match,003f400000KvxGeAAJ,001f400000LvhyZAAR,2013-01-14,2014-08-27,2018-11-28,Withdrew,Associate's or Certificate (TBD),NSC,,,2840,003f400000KvxGeAAJ,001f400000LvhyZAAR,2013-01-14,2014-08-27,2018-11-28,Withdrew,Associate's or Certificate (TBD),NSC,,,a02f4000006n70zAAA,,,993
Perfect Match,003f400000Kvxf6AAB,001f400000LvhPLAAZ,2017-08-16,,2018-11-28,Attending,Bachelor's,NSC,,,869,003f400000Kvxf6AAB,001f400000LvhPLAAZ,2017-08-16,,2018-11-28,Attending,Bachelor's,NSC,,,a02f4000006n6saAAA,,,615
Perfect Match,003f400000KvxOIAAZ,001f400000Lvi07AAB,2017-08-16,2017-08-28,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,1717,003f400000KvxOIAAZ,001f400000Lvi07AAB,2017-08-16,2017-08-28,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,a02f4000006n6vzAAA,,,755
Perfect Match,003f400000KvxOIAAZ,001f400000Lvhz1AAB,2017-09-25,2017-12-15,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,1716,003f400000KvxOIAAZ,001f400000Lvhz1AAB,2017-09-25,2017-12-15,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,a02f400000Bli2MAAR,,,2472
Perfect Match,003f400000KvxOIAAZ,001f400000LvhyZAAR,2018-01-16,,2018-11-28,Attending,Associate's or Certificate (TBD),NSC,,,1715,003f400000KvxOIAAZ,001f400000LvhyZAAR,2018-01-16,,2018-11-28,Attending,Associate's or Certificate (TBD),NSC,,,a02f400000Bli2LAAR,,,2471
Perfect Match,003f400000KvxOIAAZ,001f400000LvhyZAAR,2015-08-17,2017-08-05,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,1714,003f400000KvxOIAAZ,001f400000LvhyZAAR,2015-08-17,2017-08-05,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,a02f4000006n6w0AAA,,,756
Perfect Match,003f400000KvxOIAAZ,001f400000Lvi0GAAR,2017-01-17,2017-05-26,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,1713,003f400000KvxOIAAZ,001f400000Lvi0GAAR,2017-01-17,2017-05-26,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,a02f4000006n6w1AAA,,,757
Perfect Match,003f400000KvxOIAAZ,001f400000LvhzxAAB,2017-01-14,2017-05-17,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,1712,003f400000KvxOIAAZ,001f400000LvhzxAAB,2017-01-14,2017-05-17,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,a02f4000006n6vyAAA,,,754
Perfect Match,003f400000KvxRiAAJ,001f400000LvhPMAAZ,2015-09-23,,2018-11-28,Attending,Bachelor's,NSC,,,256,003f400000KvxRiAAJ,001f400000LvhPMAAZ,2015-09-23,,2018-11-28,Attending,Bachelor's,NSC,,,a02f4000006n7HmAAI,,,1775
Perfect Match,003f400000KvxRiAAJ,001f400000LvhzxAAB,2015-08-22,2015-12-17,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,253,003f400000KvxRiAAJ,001f400000LvhzxAAB,2015-08-22,2015-12-17,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,a02f4000006n7HoAAI,,,1777
Unreported left college (was Attending),003f400000KvxRiAAJ,001f400000LvhyxAAB,2017-06-19,2017-07-27,2018-11-28,Withdrew,Associate's or Certificate (TBD),NSC,,,254,003f400000KvxRiAAJ,001f400000LvhyxAAB,2017-06-19,,2017-08-19,Attending,Associate's or Certificate (TBD),NSC,,,a02f4000006n7HnAAI,,,1776
(NSC only) New attending enrollment,003f400000KvxRiAAJ,001f400000LvhyxAAB,2018-06-18,,2018-11-28,Attending,Associate's or Certificate (TBD),NSC,,,255
Perfect Match,003f400000KvxRbAAJ,001f400000LvhQMAAZ,2015-08-31,,2018-11-28,Attending,Bachelor's,NSC,,,1722,003f400000KvxRbAAJ,001f400000LvhQMAAZ,2015-08-31,,2018-11-28,Attending,Bachelor's,NSC,,,a02f4000006n6zjAAA,,,933
Perfect Match,003f400000KvxRTAAZ,001f400000LvhQWAAZ,2015-06-08,2016-06-02,2018-11-28,Withdrew,Bachelor's,NSC,,,2475,003f400000KvxRTAAZ,001f400000LvhQWAAZ,2015-06-08,2016-06-02,2018-11-28,Withdrew,Bachelor's,NSC,,,a02f4000006n6rUAAQ,,,560
Perfect Match,003f400000KvxG8AAJ,001f400000LvhioAAB,2013-09-30,2017-09-09,2018-11-28,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,ART: GRAPHIC DESIGN,842,003f400000KvxG8AAJ,001f400000LvhioAAB,2013-09-30,2017-09-09,2018-11-28,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,ART: GRAPHIC DESIGN,a02f4000006n73oAAA,,,1120
Perfect Match,003f400000KvxG8AAJ,001f400000LvhZOAAZ,2011-09-06,2013-05-04,2018-11-28,Withdrew,Bachelor's,NSC,,,841,003f400000KvxG8AAJ,001f400000LvhZOAAZ,2011-09-06,2013-05-04,2018-11-28,Withdrew,Bachelor's,NSC,,,a02f4000006n73pAAA,,,1121
Perfect Match,003f400000TlTPGAA3,001f400000LvhOxAAJ,2018-09-08,,2018-11-28,Attending,Bachelor's,NSC,,,881,003f400000TlTPGAA3,001f400000LvhOxAAJ,2018-09-08,,2018-11-28,Attending,Bachelor's,NSC,,,a02f400000Bli68AAB,,,2706
Perfect Match,003f400000KvxMHAAZ,001f400000LvhPWAAZ,2015-02-02,2015-05-23,2018-11-28,Transferred out,Bachelor's,NSC,,,1661,003f400000KvxMHAAZ,001f400000LvhPWAAZ,2015-02-02,2015-05-23,2018-11-28,Transferred out,Bachelor's,NSC,,,a02f4000006n7CFAAY,,,1515
Perfect Match,003f400000KvxMHAAZ,001f400000LvhQeAAJ,2016-09-19,2018-06-15,2018-11-28,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,COMMUNICATION,1660,003f400000KvxMHAAZ,001f400000LvhQeAAJ,2016-09-19,2018-06-15,2018-11-28,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,COMMUNICATION,a02f4000006n7CGAAY,,,1516
Perfect Match,003f400000KvxMHAAZ,001f400000LvhRkAAJ,2014-08-25,2014-08-27,2018-11-28,Transferred out,Bachelor's,NSC,,,1659,003f400000KvxMHAAZ,001f400000LvhRkAAJ,2014-08-25,2014-08-27,2018-11-28,Transferred out,Bachelor's,NSC,,,a02f4000006n7CEAAY,,,1514
Perfect Match,003f400000KvxMHAAZ,001f400000LvhyZAAR,2015-08-17,2016-05-27,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,1658,003f400000KvxMHAAZ,001f400000LvhyZAAR,2015-08-17,2016-05-27,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,a02f4000006n7CIAAY,,,1518
Perfect Match,003f400000KvxMHAAZ,001f400000LvhyZAAR,2014-08-18,2014-12-19,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,1657,003f400000KvxMHAAZ,001f400000LvhyZAAR,2014-08-18,2014-12-19,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,a02f4000006n7CHAAY,,,1517
Perfect Match,003f400000KvxWwAAJ,001f400000LvhPLAAZ,2017-08-16,,2018-11-28,Attending,Bachelor's,NSC,,,1551,003f400000KvxWwAAJ,001f400000LvhPLAAZ,2017-08-16,,2018-11-28,Attending,Bachelor's,NSC,,,a02f4000006n6qZAAQ,,,522
Perfect Match,003f400000KvxfOAAR,001f400000Lvi0MAAR,2017-08-16,,2018-11-28,Attending,Associate's or Certificate (TBD),NSC,,,2382,003f400000KvxfOAAR,001f400000Lvi0MAAR,2017-08-16,,2018-11-28,Attending,Associate's or Certificate (TBD),NSC,,,a02f4000006n6oGAAQ,,,440
Perfect Match,003f400000KvxLhAAJ,001f400000LvhyYAAR,2015-09-28,2017-06-30,2018-11-28,Graduated,Associate's,NSC,ASSOCIATE OF OCCUPATIONAL STUDIES,LE CORDON BLEU CULINARY ARTS,1959,003f400000KvxLhAAJ,001f400000LvhyYAAR,2015-09-28,2017-06-30,2018-11-28,Graduated,Associate's,NSC,ASSOCIATE OF OCCUPATIONAL STUDIES,LE CORDON BLEU CULINARY ARTS,a02f4000006n6hpAAA,,,127
Perfect Match,003f400000KvxLhAAJ,001f400000LvhP6AAJ,2014-09-15,2015-06-13,2018-11-28,Transferred out,Bachelor's,NSC,,,1958,003f400000KvxLhAAJ,001f400000LvhP6AAJ,2014-09-15,2015-06-13,2018-11-28,Transferred out,Bachelor's,NSC,,,a02f4000006n6hqAAA,,,128
Perfect Match,003f400000KvxPKAAZ,001f400000LvhQhAAJ,2015-08-31,2016-02-05,2018-11-28,Transferred out,Bachelor's,NSC,,,1835,003f400000KvxPKAAZ,001f400000LvhQhAAJ,2015-08-31,2016-02-05,2018-11-28,Transferred out,Bachelor's,NSC,,,a02f4000006n7MuAAI,,,1977
Perfect Match,003f400000KvxPKAAZ,001f400000Lvi07AAB,2016-06-13,2016-07-21,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,1834,003f400000KvxPKAAZ,001f400000Lvi07AAB,2016-06-13,2016-07-21,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,a02f4000006n7MwAAI,,,1979
Perfect Match,003f400000KvxPKAAZ,001f400000Lvhz1AAB,2018-04-09,2018-05-22,2018-11-28,Withdrew,Associate's or Certificate (TBD),NSC,,,1833,003f400000KvxPKAAZ,001f400000Lvhz1AAB,2018-04-09,2018-05-22,2018-11-28,Withdrew,Associate's or Certificate (TBD),NSC,,,a02f400000Bli5nAAB,,,2685
Perfect Match,003f400000KvxPKAAZ,001f400000Lvhz1AAB,2016-09-26,2016-12-16,2018-11-28,Withdrew,Associate's or Certificate (TBD),NSC,,,1832,003f400000KvxPKAAZ,001f400000Lvhz1AAB,2016-09-26,2016-12-16,2018-11-28,Withdrew,Associate's or Certificate (TBD),NSC,,,a02f4000006n7MvAAI,,,1978
Perfect Match,003f400000KvxfBAAR,001f400000LvhPNAAZ,2018-09-24,,2018-11-28,Attending,Bachelor's,NSC,,,2531,003f400000KvxfBAAR,001f400000LvhPNAAZ,2018-09-24,,2018-11-28,Attending,Bachelor's,NSC,,,a02f400000Blhx1AAB,,,2141
Perfect Match,003f400000TlTLmAAN,001f400000LvhQWAAZ,2018-08-27,,2018-11-28,Attending,Bachelor's,NSC,,,2455,003f400000TlTLmAAN,001f400000LvhQWAAZ,2018-08-27,,2018-11-28,Attending,Bachelor's,NSC,,,a02f400000Bli0wAAB,,,2384
Perfect Match,003f400000KvxXkAAJ,001f400000LvhPIAAZ,2017-08-21,,2018-11-28,Attending,Bachelor's,NSC,,,1326,003f400000KvxXkAAJ,001f400000LvhPIAAZ,2017-08-21,,2018-11-28,Attending,Bachelor's,NSC,,,a02f4000006n7LnAAI,,,1929
Perfect Match,003f400000KvxN5AAJ,001f400000LvhQeAAJ,2014-09-22,2018-06-15,2018-11-28,Graduated,Bachelor's,NSC,BACHELOR OF SCIENCE,PSYCHOLOGY,2618,003f400000KvxN5AAJ,001f400000LvhQeAAJ,2014-09-22,2018-06-15,2018-11-28,Graduated,Bachelor's,NSC,BACHELOR OF SCIENCE,PSYCHOLOGY,a02f4000006n6hLAAQ,,,104
Perfect Match,003f400000KvxKrAAJ,001f400000LvhQYAAZ,2018-08-21,,2018-11-28,Attending,Bachelor's,NSC,,,528,003f400000KvxKrAAJ,001f400000LvhQYAAZ,2018-08-21,,2018-11-28,Attending,Bachelor's,NSC,,,a02f400000Bli4LAAR,,,2595
Perfect Match,003f400000KvxKrAAJ,001f400000LvhPGAAZ,2014-06-23,2014-09-07,2018-11-28,Transferred out,Bachelor's,NSC,,,527,003f400000KvxKrAAJ,001f400000LvhPGAAZ,2014-06-23,2014-09-07,2018-11-28,Transferred out,Bachelor's,NSC,,,a02f4000006n6hwAAA,,,134
Perfect Match,003f400000KvxKrAAJ,001f400000LvhzlAAB,2018-01-16,2018-05-20,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,526,003f400000KvxKrAAJ,001f400000LvhzlAAB,2018-01-16,2018-05-20,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,a02f400000Bli4MAAR,,,2596
Perfect Match,003f400000KvxKrAAJ,001f400000LvhzlAAB,2014-08-25,2017-04-05,2018-11-28,Withdrew,Associate's or Certificate (TBD),NSC,,,525,003f400000KvxKrAAJ,001f400000LvhzlAAB,2014-08-25,2017-04-05,2018-11-28,Withdrew,Associate's or Certificate (TBD),NSC,,,a02f4000006n6hxAAA,,,135
Perfect Match,003f400000KvxQXAAZ,001f400000LvhyrAAB,2017-09-25,2017-12-15,2018-11-28,Withdrew,Associate's or Certificate (TBD),NSC,,,745,003f400000KvxQXAAZ,001f400000LvhyrAAB,2017-09-25,2017-12-15,2018-11-28,Withdrew,Associate's or Certificate (TBD),NSC,,,a02f4000006n6sgAAA,,,617
Perfect Match,003f400000KvxQXAAZ,001f400000LvhyrAAB,2015-09-21,2017-03-31,2018-11-28,Withdrew,Associate's or Certificate (TBD),NSC,,,744,003f400000KvxQXAAZ,001f400000LvhyrAAB,2015-09-21,2017-03-31,2018-11-28,Withdrew,Associate's or Certificate (TBD),NSC,,,a02f4000006n6sfAAA,,,616
(NSC only) New attending enrollment,003f400000KvxQXAAZ,001f400000LvhyxAAB,2018-09-04,,2018-11-28,Attending,Associate's or Certificate (TBD),NSC,,,743
Perfect Match,003f400000KvxRLAAZ,001f400000LvhOvAAJ,2015-09-03,2016-12-17,2018-11-28,Transferred out,Bachelor's,NSC,,,1971,003f400000KvxRLAAZ,001f400000LvhOvAAJ,2015-09-03,2016-12-17,2018-11-28,Transferred out,Bachelor's,NSC,,,a02f4000006n72nAAA,,,1071
Perfect Match,003f400000KvxRLAAZ,001f400000LvhyrAAB,2017-04-10,2018-06-29,2018-11-28,Withdrew,Associate's or Certificate (TBD),NSC,,,1970,003f400000KvxRLAAZ,001f400000LvhyrAAB,2017-04-10,2018-06-29,2018-11-28,Withdrew,Associate's or Certificate (TBD),NSC,,,a02f4000006n72oAAA,,,1072
Perfect Match,003f400000KvxLaAAJ,001f400000LvhP9AAJ,2014-08-21,,2018-11-28,Attending,Bachelor's,NSC,,,1154,003f400000KvxLaAAJ,001f400000LvhP9AAJ,2014-08-21,,2018-11-28,Attending,Bachelor's,NSC,,,a02f4000006n7KDAAY,,,1879
Perfect Match,003f400000KvxLaAAJ,001f400000LvhyZAAR,2016-06-13,2016-07-21,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,1153,003f400000KvxLaAAJ,001f400000LvhyZAAR,2016-06-13,2016-07-21,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,a02f4000006n7KEAAY,,,1880
Perfect Match,003f400000KvxHyAAJ,001f400000LvhipAAB,2012-08-27,2016-05-01,2018-11-28,Graduated,Bachelor's,NSC,BACHELOR OF SCI IN COMPUTR SCI,COMPUTER SCIENCE,166,003f400000KvxHyAAJ,001f400000LvhipAAB,2012-08-27,2016-05-01,2018-11-28,Graduated,Bachelor's,NSC,BACHELOR OF SCI IN COMPUTR SCI,COMPUTER SCIENCE,a02f4000006n7LqAAI,,,1932
Perfect Match,003f400000KvxHyAAJ,001f400000LvhyrAAB,2013-07-01,2013-09-20,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,165,003f400000KvxHyAAJ,001f400000LvhyrAAB,2013-07-01,2013-09-20,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,a02f4000006n7LrAAI,,,1933
Perfect Match,003f400000TlTK2AAN,001f400000LvhQWAAZ,2018-08-27,,2018-11-28,Attending,Bachelor's,NSC,,,1349,003f400000TlTK2AAN,001f400000LvhQWAAZ,2018-08-27,,2018-11-28,Attending,Bachelor's,NSC,,,a02f400000BlhxxAAB,,,2199
Perfect Match,003f400000KvxGKAAZ,001f400000Lvi07AAB,2015-01-22,2015-05-28,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,2395,003f400000KvxGKAAZ,001f400000Lvi07AAB,2015-01-22,2015-05-28,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,a02f4000006n6s0AAA,,,584
Perfect Match,003f400000KvxGKAAZ,001f400000Lvi07AAB,2011-08-17,2013-12-18,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,2394,003f400000KvxGKAAZ,001f400000Lvi07AAB,2011-08-17,2013-12-18,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,a02f4000006n6rzAAA,,,583
Perfect Match,003f400000KvxGKAAZ,001f400000LvhQWAAZ,2015-08-21,2018-05-24,2018-11-28,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,LATINA/LATINO STUDIES-BA,2393,003f400000KvxGKAAZ,001f400000LvhQWAAZ,2015-08-21,2018-05-24,2018-11-28,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,LATINA/LATINO STUDIES-BA,a02f4000006n6rvAAA,,,579
Perfect Match,003f400000KvxGKAAZ,001f400000LvhyZAAR,2015-06-15,2015-07-23,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,2392,003f400000KvxGKAAZ,001f400000LvhyZAAR,2015-06-15,2015-07-23,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,a02f4000006n6ryAAA,,,582
